Id,SalePrice
1461,124653.458
1462,150228.78
1463,179788.635
1464,196824.375
1465,192159.765
1466,169805.33
1467,177291.49
1468,164707.23
1469,186209.99
1470,123171.565
1471,181446.015
1472,96320.775
1473,99141.49
1474,144034.7
1475,108030.415
1476,353923.705
1477,244432.635
1478,287950.265
1479,290829.865
1480,471397.33
1481,322163.475
1482,207216.945
1483,174603.005
1484,161036.795
1485,189020.8
1486,193230.96
1487,321835.95
1488,230214.805
1489,190193.595
1490,249971.005
1491,192434.21
1492,86792.467
1493,180237.32
1494,290144.92
1495,275164.05
1496,243632.64
1497,171184.305
1498,164796.5
1499,165409.125
1500,157122.24
1501,187918.475
1502,154172.775
1503,293124.165
1504,245242.8
1505,232709.485
1506,187359.865
1507,247275.965
1508,198034.145
1509,157361.595
1510,145417.8
1511,149100.52
1512,177693.38
1513,138341.125
1514,152931.265
1515,196868.675
1516,151264.235
1517,166912.725
1518,124938.795
1519,215603.975
1520,130681.89
1521,134261.415
1522,172742.375
1523,111613.545
1524,118921.145
1525,119501.325
1526,113425.232
1527,111492.725
1528,131569.182
1529,151581.43
1530,206740.08
1531,123839.845
1532,99965.235
1533,146157.74
1534,121060.268
1535,141400.76
1536,109488.45
1537,54513.663
1538,151033.555
1539,179471.55
1540,107656.7
1541,140049.9
1542,139343.52
1543,189626.48
1544,89029.5175
1545,117341.53
1546,143468.795
1547,136633.47
1548,135973.64
1549,118902.01
1550,139687.985
1551,108671.03
1552,135682.195
1553,140647.2
1554,117761.288
1555,160082.43
1556,81995.4805
1557,101789.33
1558,105335.41
1559,77381.285
1560,123865.578
1561,120691.335
1562,129818.3555
1563,121321.385
1564,156252.24
1565,154114.08
1566,235326.525
1567,73198.33
1568,235397.515
1569,129942.895
1570,138350.14
1571,114470.172
1572,140402.23
1573,233939.915
1574,114114.672
1575,237228.22
1576,244158.3
1577,179966.81
1578,147576.145
1579,139396.57
1580,192540.08
1581,153435.365
1582,126439.23
1583,292568.75
1584,219765.29
1585,142044.015
1586,63087.2775
1587,101746.61
1588,151346.875
1589,99073.3075
1590,128458.6775
1591,97030.425
1592,121040.84
1593,130091.1
1594,140786.37
1595,103387.02
1596,215459.375
1597,178714.165
1598,206812.595
1599,174469.73
1600,165619.32
1601,58015.541
1602,116827.175
1603,67730.645
1604,268859.38
1605,242100.755
1606,162292.865
1607,163154.61
1608,219181.995
1609,180557.49
1610,154527.85
1611,139510.985
1612,174334.045
1613,167170.855
1614,122741.045
1615,97812.465
1616,77155.675
1617,94213.025
1618,123816.79
1619,146099.405
1620,165448.24
1621,133628.61
1622,145927.15
1623,258673.54
1624,211187.665
1625,119006.655
1626,168944.52
1627,189547.175
1628,276243.37
1629,173067.625
1630,357544
1631,213834.365
1632,236743.445
1633,172884.01
1634,188975.64
1635,177290.06
1636,151615.29
1637,193999.53
1638,183339.825
1639,182739.83
1640,246708.73
1641,174332.07
1642,242974.595
1643,216700.77
1644,237597.22
1645,216451.14
1646,158033.82
1647,158465.735
1648,129806.978
1649,143580.195
1650,120200.87
1651,121515.137
1652,100091.4575
1653,104383.0025
1654,145109.46
1655,128958.88
1656,139638.775
1657,145949.12
1658,146626.44
1659,120812.3225
1660,151429.335
1661,422820.83
1662,381986.19
1663,368835.715
1664,467896.77
1665,303946.05
1666,320448.14
1667,348773.16
1668,333684.42
1669,311524.89
1670,347582.67
1671,265041.57
1672,419276.9
1673,297938.39
1674,242392.925
1675,194887
1676,196241.645
1677,219237.65
1678,438822.885
1679,380984.08
1680,327958.435
1681,243177.695
1682,315642.3
1683,185931.345
1684,177406.96
1685,173151.28
1686,166035.97
1687,167014.805
1688,190904.27
1689,189532.955
1690,201164.545
1691,189333.915
1692,257549.675
1693,166732.905
1694,181544.54
1695,164114.49
1696,265692.84
1697,168533.78
1698,337718.635
1699,319050.485
1700,252020.605
1701,268845.75
1702,232191.415
1703,235381.1
1704,280473.15
1705,243327.455
1706,361676.715
1707,209744.7
1708,200411.615
1709,266893.58
1710,224821.2
1711,280262.78
1712,257106.165
1713,281085.08
1714,233754.195
1715,207083.55
1716,178420.945
1717,179517.235
1718,134550.37
1719,208141.775
1720,234024.725
1721,155416.835
1722,123853.335
1723,154792.115
1724,201830.34
1725,234535.805
1726,186757.65
1727,154198.39
1728,171201.705
1729,166616.37
1730,154069.455
1731,118306.855
1732,131256.63
1733,113950.785
1734,118949.105
1735,125456.31
1736,108551.202
1737,311237.53
1738,240736.175
1739,261636.075
1740,223427.365
1741,198979.015
1742,173363.83
1743,177819.785
1744,343251.935
1745,212095.105
1746,180430.545
1747,213225.495
1748,223696.46
1749,138254.77
1750,124171.4
1751,241267.47
1752,119933.753
1753,145280.66
1754,189339.53
1755,164701.27
1756,130877.672
1757,123070.94
1758,145321.79
1759,160084.555
1760,167323.1
1761,145911.755
1762,179205.045
1763,172513.78
1764,120518.33
1765,156282.35
1766,194671.75
1767,233120.76
1768,142633.775
1769,168427.885
1770,158713.125
1771,112780.55
1772,130918.695
1773,127310.785
1774,137224.49
1775,143087.44
1776,132245.687
1777,111864.32
1778,142941.885
1779,121809.445
1780,161904.02
1781,124146.965
1782,85808.34
1783,142394.415
1784,109435.06
1785,121996.935
1786,157367.195
1787,160196.6
1788,57780.408
1789,98117.675
1790,79332.495
1791,189368.445
1792,160607.985
1793,126456
1794,157961.99
1795,131858.055
1796,128764.607
1797,118056.25
1798,122710.51
1799,111002.6075
1800,125440.525
1801,129902.7
1802,129812.8175
1803,150639.97
1804,140155.015
1805,138937.105
1806,123026.22
1807,131533.905
1808,123078.655
1809,123617.6825
1810,137487.78
1811,99151.747
1812,95885.852
1813,124986.553
1814,91814.97
1815,54111.6775
1816,101499.43
1817,109666.78
1818,151507.445
1819,126491.03
1820,60557.4105
1821,106352.2075
1822,149715.47
1823,52673.711
1824,129663.905
1825,137698.25
1826,108800.5
1827,103099.77
1828,131619.035
1829,124822.947
1830,140548.595
1831,143275.96
1832,88314.758
1833,138110.525
1834,123338.47
1835,123069.563
1836,115724.943
1837,85371.937
1838,127593.937
1839,108562.745
1840,145896.125
1841,128761.368
1842,97261.4075
1843,130181.82
1844,136242.85
1845,140989.585
1846,147902.17
1847,160189.535
1848,55803.625
1849,109860.09
1850,117502.178
1851,149468.41
1852,124277.815
1853,130544.825
1854,166050.145
1855,147514.555
1856,229069.415
1857,140596.23
1858,131382.14
1859,116612.655
1860,137794.395
1861,116612.795
1862,298650.485
1863,281501.05
1864,281529.685
1865,342824.435
1866,334976.765
1867,224013.555
1868,297054.81
1869,211190.855
1870,228936.485
1871,253568.14
1872,176412.52
1873,253629.01
1874,149113.725
1875,189402.36
1876,198461.25
1877,208788.48
1878,203521.215
1879,131895.41
1880,130824.075
1881,252106.245
1882,244506.775
1883,180843.32
1884,195371.36
1885,224459.665
1886,278806.625
1887,217954.36
1888,277455.045
1889,171494.09
1890,120526.513
1891,128522.498
1892,103230.145
1893,125248.347
1894,126637.305
1895,131268.342
1896,124246.425
1897,121068.45
1898,116990.5075
1899,157455.17
1900,145047.685
1901,168854.945
1902,153481.565
1903,213630.415
1904,141500.115
1905,189893.305
1906,153891.39
1907,191521.885
1908,109483.765
1909,133725.05
1910,122880.995
1911,210667.25
1912,325202.04
1913,151671.88
1914,61389.295
1915,313895.175
1916,54024.775
1917,232755.615
1918,141688.72
1919,169385
1920,154138.075
1921,369077.64
1922,313938.75
1923,228287.415
1924,231315.07
1925,201711.43
1926,368227.75
1927,133856.395
1928,155948.39
1929,124134.685
1930,127409.485
1931,137349.09
1932,137931.04
1933,187352.87
1934,180423.35
1935,171486.485
1936,188909.65
1937,182384.55
1938,173164.975
1939,239916.415
1940,186201.855
1941,168530.255
1942,175545.805
1943,219053.425
1944,362438.44
1945,384845.845
1946,129286.695
1947,290454.705
1948,166960.49
1949,249604.44
1950,181010.87
1951,234968.245
1952,195496.895
1953,171187.75
1954,179966.835
1955,135056.83
1956,302797.85
1957,146948.205
1958,279993.405
1959,140561.265
1960,110115.03
1961,128715.46
1962,96208.37
1963,107587.665
1964,109507.92
1965,146645.32
1966,134800.515
1967,294206.015
1968,398377.615
1969,374156.275
1970,397199.7
1971,447302.545
1972,372161.14
1973,276231.7
1974,332064.48
1975,454471.185
1976,280635.49
1977,359361.015
1978,346536.16
1979,327423.045
1980,197418.98
1981,345585.25
1982,221900.48
1983,205537.76
1984,170183.7
1985,228093.77
1986,209217.935
1987,178547.42
1988,178408.71
1989,192498.83
1990,211228.575
1991,233602.885
1992,218587.48
1993,165468.65
1994,222534.12
1995,183392.305
1996,259323.365
1997,296077.66
1998,312813.81
1999,288758.18
2000,311738.21
2001,280329.53
2002,241960.37
2003,256210.995
2004,285401.535
2005,219035.05
2006,220433.49
2007,249553.085
2008,218594.625
2009,200369.47
2010,189949.96
2011,136771.515
2012,170416.37
2013,175397.2
2014,182082.2
2015,200942.53
2016,192586.295
2017,191615.93
2018,122190.13
2019,133490.28
2020,99576.495
2021,104941.195
2022,187747.28
2023,135454.75
2024,274892.42
2025,356208.73
2026,180711.805
2027,164334.96
2028,148256.99
2029,165074.35
2030,271429.72
2031,240570.16
2032,251972.505
2033,255344.9
2034,168497.75
2035,225596.065
2036,200711.96
2037,205050.68
2038,312578.7
2039,215959.345
2040,292013.44
2041,295095.955
2042,202416.345
2043,179920.48
2044,170500.94
2045,201864.13
2046,137273.65
2047,144025.075
2048,143376.445
2049,139831.97
2050,168415.31
2051,106361.865
2052,121651.415
2053,149970.38
2054,95445.638
2055,147829.095
2056,149077.105
2057,113244.745
2058,219791.28
2059,135805.225
2060,182995.37
2061,168103.49
2062,130071.695
2063,117598.8075
2064,141224.51
2065,112627.863
2066,158845.01
2067,124075.39
2068,142505.65
2069,77109.5625
2070,110504.432
2071,99118.275
2072,132299.905
2073,128271.855
2074,179867.33
2075,143838.41
2076,122611.395
2077,154385.615
2078,125895.325
2079,131416.945
2080,116698.2925
2081,126858.1875
2082,128432.755
2083,144488.375
2084,113261.54
2085,115260.7675
2086,114667.135
2087,118145.84
2088,98584.405
2089,79491.4425
2090,128614.1625
2091,105563.802
2092,125707.3425
2093,105167.45
2094,111413.838
2095,139985.225
2096,79555.08
2097,100338.975
2098,139479.96
2099,53323.19
2100,69787.018
2101,119012.383
2102,129266.755
2103,97877.76
2104,135350.07
2105,131735.467
2106,54521.242
2107,197273.29
2108,114168.2575
2109,106856.182
2110,120623.995
2111,136303.835
2112,141257.68
2113,120591.5
2114,121993.495
2115,160616.705
2116,112459.5375
2117,147065.185
2118,121172
2119,120384.425
2120,120667.59
2121,103679.39
2122,125083.032
2123,86017.448
2124,161842.15
2125,123365.325
2126,154056.855
2127,169353.71
2128,127478.287
2129,79590.073
2130,127766.04
2131,142961.075
2132,103135.195
2133,123256.7145
2134,123966.115
2135,95916.745
2136,68270.266
2137,106455.7
2138,129391.475
2139,142340.64
2140,138945.71
2141,147510.17
2142,126767.845
2143,150095.165
2144,115465.645
2145,141452.03
2146,164381.11
2147,136626.07
2148,136520.25
2149,146314.67
2150,232362.01
2151,117208.81
2152,158958.545
2153,184243.915
2154,106742.107
2155,136007.33
2156,245217.575
2157,232532.175
2158,239673.335
2159,209395.485
2160,182039.825
2161,235855.29
2162,398379.66
2163,345441.84
2164,241489.83
2165,201278.64
2166,154652.225
2167,217936.51
2168,189009.93
2169,189886.04
2170,210244.465
2171,147435.125
2172,132770.185
2173,177056.235
2174,222341.88
2175,287075.04
2176,306100.74
2177,243861.76
2178,210167.645
2179,138214.285
2180,199305.125
2181,187200.09
2182,220408.72
2183,189961.17
2184,121218.1475
2185,123222.525
2186,139658.85
2187,151446.225
2188,155513.835
2189,287425.985
2190,76620.007
2191,79438.917
2192,86806.105
2193,110341.758
2194,115921.1875
2195,98094.842
2196,102865.88
2197,123607.7025
2198,159365.995
2199,173870.55
2200,145056.14
2201,144382.54
2202,198480.295
2203,139568.695
2204,175107.36
2205,120007.3675
2206,138756.865
2207,207222.145
2208,267490.32
2209,236858.665
2210,121651.682
2211,116187.728
2212,120548.13
2213,110355.17
2214,127548.935
2215,97221.568
2216,146399.08
2217,57032.87
2218,74254.225
2219,71997.37
2220,61969.1955
2221,316712.24
2222,282378.45
2223,287083.405
2224,207019.46
2225,126929.0575
2226,182543.185
2227,202167.305
2228,278082.575
2229,256736.73
2230,151064.745
2231,210179.48
2232,177830.8
2233,177483.725
2234,247326.52
2235,222492.865
2236,268957.87
2237,320739.15
2238,193767.69
2239,103606.045
2240,151921.71
2241,149551.5
2242,124076.605
2243,126456.9
2244,105238.655
2245,94922.92
2246,135665.32
2247,121972.8275
2248,121235.592
2249,123884.1325
2250,129795.605
2251,110697.89
2252,181840.385
2253,156682.425
2254,174929.71
2255,187507.85
2256,171378.395
2257,206858.29
2258,157069.65
2259,176218.35
2260,148769.935
2261,194543.45
2262,211638.08
2263,372737.825
2264,467994
2265,163893.83
2266,304628.525
2267,362858.95
2268,412136.435
2269,147664.81
2270,195169.905
2271,212156.145
2272,195123.29
2273,156508.325
2274,182609.835
2275,154843.795
2276,181123.74
2277,181417.66
2278,146081.935
2279,131022.025
2280,113703.262
2281,165664.79
2282,184015.915
2283,111247.47
